-0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000
-0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000 -0.0000000
-0.0000003 -0.0000232 -0.0000009 -0.0000194 -0.0000081 -0.0000070 0.0000010 0.0000251 -0.0000075 -0.0000002 0.0000025 0.0000083 -0.0000004 -0.0000024 0.0000013 -0.0000087 -0.0000061 -0.0000026 0.0000012 -0.0000096 0.0000015 0.0000288 -0.0000069 0.0000055 -0.0000022 0.0000384 -0.0000049 0.0000037 -0.0000101 -0.0000150 0.0000007 0.0000479 -0.0000037 -0.0000003 -0.0051510 0.0020287 -0.0000075 0.0000757 -0.0087216 0.0151952
-0.0000006 -0.0000104 -0.0000018 -0.0000146 -0.0000132 0.0000082 -0.0000058 0.0000782 -0.0000002 -0.0000069 -0.0000069 0.0000611 -0.0000113 0.0000102 -0.0000098 0.0000116 -0.0000144 0.0000157 -0.0000069 0.0000031 -0.0000124 0.0000409 -0.0000173 0.0000423 -0.0000066 0.0000962 -0.0000120 0.0000309 -0.0000172 0.0000021 -0.0000034 0.0001297 -0.0000082 0.0000223 -0.0103319 0.0076420 -0.0000081 0.0001651 -0.0012972 -0.0014260
-0.0000006 0.0000249 -0.0000057 0.0000227 -0.0000155 0.0000560 -0.0000154 0.0001890 -0.0000048 0.0000127 -0.0000073 0.0001291 -0.0000269 0.0000621 -0.0000101 0.0000325 -0.0000050 0.0000324 -0.0000079 0.0000223 -0.0000280 0.0000096 -0.0000177 0.0000522 -0.0000100 0.0000972 -0.0000074 0.0000040 -0.0000096 -0.0000107 -0.0000015 0.0000777 -0.0000074 0.0000132 -0.0214608 0.0191289 -0.0000032 0.0000740 -0.0045693 0.0033946
-0.0000006 -0.0000025 -0.0000016 -0.0000010 -0.0000191 0.0000137 -0.0000078 0.0000694 -0.0000067 -0.0000330 -0.0000062 0.0000205 -0.0000156 -0.0000059 -0.0000002 -0.0000154 -0.0000118 -0.0000020 -0.0000051 -0.0000030 -0.0000227 -0.0001069 0.0000020 -0.0000552 -0.0000009 -0.0000583 -0.0000077 -0.0000855 -0.0000098 -0.0000932 0.0000082 -0.0001318 -0.0000023 -0.0000533 -0.0079972 -0.0026300 0.0000116 -0.0001428 -0.0110009 0.0143027
-0.0000010 -0.0000787 0.0000024 -0.0000756 -0.0000133 -0.0000969 -0.0000106 -0.0000894 -0.0000055 -0.0000913 -0.0000020 -0.0001329 -0.0000075 -0.0000920 0.0000016 -0.0000678 -0.0000085 -0.0000729 0.0000063 -0.0000589 -0.0000025 -0.0000986 0.0000074 -0.0001220 0.0000071 -0.0001236 -0.0000107 -0.0000979 -0.0000147 -0.0001333 0.0000063 -0.0001391 -0.0000035 -0.0000730 0.0000848 -0.0157393 0.0000227 -0.0000897 -0.0086928 0.0110846
-0.0000032 -0.0000832 -0.0000033 -0.0000831 -0.0000161 -0.0000944 -0.0000098 -0.0000041 -0.0000065 -0.0000806 -0.0000036 -0.0000798 -0.0000154 -0.0000559 -0.0000016 -0.0000506 -0.0000169 -0.0000616 0.0000020 -0.0000482 -0.0000021 -0.0000199 -0.0000116 -0.0000717 0.0000021 -0.0000321 -0.0000096 -0.0000702 -0.0000143 -0.0001184 0.0000042 -0.0000359 -0.0000038 -0.0000496 0.0004604 -0.0043709 0.0000069 0.0000629 -0.0086824 0.0131771
-0.0000034 -0.0000631 -0.0000050 -0.0000639 -0.0000249 -0.0000539 -0.0000050 0.0000822 -0.0000219 -0.0000476 -0.0000190 0.0000168 -0.0000242 -0.0000011 -0.0000044 -0.0000220 -0.0000258 -0.0000211 -0.0000102 -0.0000110 -0.0000163 0.0000307 -0.0000227 -0.0000002 0.0000006 0.0000801 -0.0000184 -0.0000080 -0.0000239 -0.0000583 -0.0000042 0.0001124 -0.0000066 0.0000005 0.0072145 -0.0166534 -0.0000028 0.0002222 -0.0093187 0.0160785
-0.0000057 -0.0000046 -0.0000083 -0.0000087 -0.0000304 0.0000165 -0.0000274 0.0002346 -0.0000269 -0.0000142 -0.0000176 0.0000897 -0.0000227 0.0000515 -0.0000102 -0.0000032 -0.0000221 0.0000078 -0.0000075 -0.0000028 -0.0000364 -0.0000214 -0.0000260 -0.0000032 -0.0000067 0.0000674 -0.0000277 -0.0000193 -0.0000318 -0.0000589 -0.0000037 0.0000430 -0.0000087 -0.0000125 0.0060642 -0.0168210 -0.0000037 0.0000962 -0.0061562 0.0153629
